area_km2,klc_id,klc_name,year,pa,area_loss
89063.69938057939,SAF_20,Cape Floral,2010,inside,56.882012115443075
89063.69938057939,SAF_20,Cape Floral,2010,outside,16.46367274861953
89063.69938057939,SAF_20,Cape Floral,2011,total,46.97497477125775
89063.69938057939,SAF_20,Cape Floral,2011,inside,30.997561235576587
89063.69938057939,SAF_20,Cape Floral,2011,outside,15.977413535681162
89063.69938057939,SAF_20,Cape Floral,2012,total,49.356507424049276
89063.69938057939,SAF_20,Cape Floral,2012,inside,37.41844845635603
89063.69938057939,SAF_20,Cape Floral,2012,outside,11.938058967693244
89063.69938057939,SAF_20,Cape Floral,2013,total,60.22407030582964
89063.69938057939,SAF_20,Cape Floral,2013,inside,40.58148376468928
89063.69938057939,SAF_20,Cape Floral,2013,outside,19.64258654114036
89063.69938057939,SAF_20,Cape Floral,2014,total,66.25073959973139
89063.69938057939,SAF_20,Cape Floral,2014,inside,49.56175658534923
89063.69938057939,SAF_20,Cape Floral,2014,outside,16.68898301438216
89063.69938057939,SAF_20,Cape Floral,2015,total,87.8607436495346
89063.69938057939,SAF_20,Cape Floral,2015,inside,69.18145315673664
89063.69938057939,SAF_20,Cape Floral,2015,outside,18.67929049279796
89063.69938057939,SAF_20,Cape Floral,2016,total,70.97769817124299
89063.69938057939,SAF_20,Cape Floral,2016,inside,51.76751443077599
89063.69938057939,SAF_20,Cape Floral,2016,outside,19.210183740467002
89063.69938057939,SAF_20,Cape Floral,2017,total,180.51184283107477
89063.69938057939,SAF_20,Cape Floral,2017,inside,136.78232742372808
89063.69938057939,SAF_20,Cape Floral,2017,outside,43.729515407346696
89063.69938057939,SAF_20,Cape Floral,2018,total,92.94303466812762
89063.69938057939,SAF_20,Cape Floral,2018,inside,68.21257108194818
89063.69938057939,SAF_20,Cape Floral,2018,outside,24.73046358617944
89063.69938057939,SAF_20,Cape Floral,2019,total,133.51317286672437
89063.69938057939,SAF_20,Cape Floral,2019,inside,115.30115962400328
89063.69938057939,SAF_20,Cape Floral,2019,outside,18.2120132427211
89063.69938057939,SAF_20,Cape Floral,2020,total,76.73637504753067
89063.69938057939,SAF_20,Cape Floral,2020,inside,58.75368296834183
89063.69938057939,SAF_20,Cape Floral,2020,outside,17.982692079188844
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2001,total,2.5313499406680835
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2001,inside,2.203000851471546
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2001,outside,0.3283490891965375
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2002,total,2.3117507370758665
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2002,inside,2.2361262734571272
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2002,outside,0.07562446361873931
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2003,total,5.122535988782932
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2003,inside,4.993310023301304
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2003,outside,0.1292259654816279
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2004,total,1.1614561459893915
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2004,inside,1.1081599722120092
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2004,outside,0.05329617377738227
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2005,total,4.957826917233215
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2005,inside,4.642162668703323
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2005,outside,0.3156642485298917
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2006,total,1.840230268718645
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2006,inside,1.7044197326928237
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2006,outside,0.13581053602582127
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2007,total,1.82447318823362
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2007,inside,1.7629583483881945
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2007,outside,0.061514839845425495
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2008,total,2.486285579060634
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2008,inside,2.266307794685634
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2008,outside,0.21997778437500015
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2009,total,3.4452932116227686
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2009,inside,3.065836825641228
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2009,outside,0.37945638598154074
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2010,total,1.8737041899327904
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2010,inside,1.6959766553076658
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2010,outside,0.17772753462512458
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2011,total,2.0373754534083948
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2011,inside,1.9608534016139614
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2011,outside,0.07652205179443339
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2012,total,3.5024005845401494
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2012,inside,3.3212746999241216
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2012,outside,0.18112588461602774
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2013,total,3.4155729999078495
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2013,inside,3.058393139905025
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2013,outside,0.3571798600028244
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2014,total,2.3107567321535587
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2014,inside,1.8639585961375513
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2014,outside,0.4467981360160074
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2015,total,0.874522859172746
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2015,inside,0.594853058647844
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2015,outside,0.279669800524902
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2016,total,1.0791388823005228
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2016,inside,0.8402163347835768
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2016,outside,0.23892254751694597
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2017,total,1.8633624110543043
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2017,inside,1.2031197396403
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2017,outside,0.6602426714140044
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2018,total,1.6848493733221315
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2018,inside,1.2864810340592923
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2018,outside,0.3983683392628392
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2019,total,1.3668029349528
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2019,inside,0.8856376260493257
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2019,outside,0.4811653089034742
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2020,total,2.154231058722523
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2020,inside,1.6296774123650053
62483.15015343414,SAF_09_10_14_15,Malawi-Zambia TFCA-Luangwa,2020,outside,0.5245536463575178
3436.395658748717,EAF_13,Nyungwe-Kibira,2001,total,3.0047204719427345
3436.395658748717,EAF_13,Nyungwe-Kibira,2001,inside,0.4990154263693419
3436.395658748717,EAF_13,Nyungwe-Kibira,2001,outside,2.5057050455733925
3436.395658748717,EAF_13,Nyungwe-Kibira,2002,total,1.4776745628676466
3436.395658748717,EAF_13,Nyungwe-Kibira,2002,inside,0.1817606631632487
3436.395658748717,EAF_13,Nyungwe-Kibira,2002,outside,1.295913899704398
3436.395658748717,EAF_13,Nyungwe-Kibira,2003,total,4.011634555367266
3436.395658748717,EAF_13,Nyungwe-Kibira,2003,inside,1.0417587174596454
3436.395658748717,EAF_13,Nyungwe-Kibira,2003,outside,2.9698758379076207
3436.395658748717,EAF_13,Nyungwe-Kibira,2004,total,1.761846027158252
3436.395658748717,EAF_13,Nyungwe-Kibira,2004,inside,0.24669346414890653
3436.395658748717,EAF_13,Nyungwe-Kibira,2004,outside,1.5151525630093454
3436.395658748717,EAF_13,Nyungwe-Kibira,2005,total,2.418730822278551
3436.395658748717,EAF_13,Nyungwe-Kibira,2005,inside,0.41486836936537796
3436.395658748717,EAF_13,Nyungwe-Kibira,2005,outside,2.003862452913173
3436.395658748717,EAF_13,Nyungwe-Kibira,2006,total,2.044639867645861
3436.395658748717,EAF_13,Nyungwe-Kibira,2006,inside,0.6919253250634287
3436.395658748717,EAF_13,Nyungwe-Kibira,2006,outside,1.3527145425824323
3436.395658748717,EAF_13,Nyungwe-Kibira,2007,total,3.6617246749018664
3436.395658748717,EAF_13,Nyungwe-Kibira,2007,inside,0.47867933839805454
3436.395658748717,EAF_13,Nyungwe-Kibira,2007,outside,3.183045336503812
3436.395658748717,EAF_13,Nyungwe-Kibira,2008,total,4.624630416713098
3436.395658748717,EAF_13,Nyungwe-Kibira,2008,inside,0.8365617759447285
3436.395658748717,EAF_13,Nyungwe-Kibira,2008,outside,3.788068640768369
3436.395658748717,EAF_13,Nyungwe-Kibira,2009,total,2.711271399360454
3436.395658748717,EAF_13,Nyungwe-Kibira,2009,inside,0.4600706369920919
3436.395658748717,EAF_13,Nyungwe-Kibira,2009,outside,2.251200762368362
3436.395658748717,EAF_13,Nyungwe-Kibira,2010,total,4.436372044311285
3436.395658748717,EAF_13,Nyungwe-Kibira,2010,inside,0.8856743387118466
3436.395658748717,EAF_13,Nyungwe-Kibira,2010,outside,3.550697705599438
3436.395658748717,EAF_13,Nyungwe-Kibira,2011,total,2.9897971562009316
3436.395658748717,EAF_13,Nyungwe-Kibira,2011,inside,0.27835308458993946
3436.395658748717,EAF_13,Nyungwe-Kibira,2011,outside,2.711444071610992
3436.395658748717,EAF_13,Nyungwe-Kibira,2012,total,2.2559811641469922
3436.395658748717,EAF_13,Nyungwe-Kibira,2012,inside,0.37562103265811647
3436.395658748717,EAF_13,Nyungwe-Kibira,2012,outside,1.8803601314888758
3436.395658748717,EAF_13,Nyungwe-Kibira,2013,total,4.8261872381900535
3436.395658748717,EAF_13,Nyungwe-Kibira,2013,inside,0.6338276643813187
3436.395658748717,EAF_13,Nyungwe-Kibira,2013,outside,4.1923595738087345
3436.395658748717,EAF_13,Nyungwe-Kibira,2014,total,6.009423009436265
3436.395658748717,EAF_13,Nyungwe-Kibira,2014,inside,1.3531007883262494
3436.395658748717,EAF_13,Nyungwe-Kibira,2014,outside,4.656322221110016
3436.395658748717,EAF_13,Nyungwe-Kibira,2015,total,5.3982742321346455
3436.395658748717,EAF_13,Nyungwe-Kibira,2015,inside,0.6555927767458446
3436.395658748717,EAF_13,Nyungwe-Kibira,2015,outside,4.742681455388801
3436.395658748717,EAF_13,Nyungwe-Kibira,2016,total,8.886440050637615
3436.395658748717,EAF_13,Nyungwe-Kibira,2016,inside,1.7071732628741108
3436.395658748717,EAF_13,Nyungwe-Kibira,2016,outside,7.179266787763504
3436.395658748717,EAF_13,Nyungwe-Kibira,2017,total,5.744179027033056
3436.395658748717,EAF_13,Nyungwe-Kibira,2017,inside,0.49904140163550276
3436.395658748717,EAF_13,Nyungwe-Kibira,2017,outside,5.245137625397553
3436.395658748717,EAF_13,Nyungwe-Kibira,2018,total,13.217877138911248
3436.395658748717,EAF_13,Nyungwe-Kibira,2018,inside,1.7102872377723863
3436.395658748717,EAF_13,Nyungwe-Kibira,2018,outside,11.507589901138862
3436.395658748717,EAF_13,Nyungwe-Kibira,2019,total,7.396097223438213
3436.395658748717,EAF_13,Nyungwe-Kibira,2019,inside,0.8834255332969518
3436.395658748717,EAF_13,Nyungwe-Kibira,2019,outside,6.512671690141261
3436.395658748717,EAF_13,Nyungwe-Kibira,2020,total,9.201153075025363
3436.395658748717,EAF_13,Nyungwe-Kibira,2020,inside,3.034734745569085
3436.395658748717,EAF_13,Nyungwe-Kibira,2020,outside,6.166418329456278
59881.081760894485,SAF_17,central Kalahari,2001,total,0
59881.081760894485,SAF_17,central Kalahari,2001,inside,0
59881.081760894485,SAF_17,central Kalahari,2001,outside,0
59881.081760894485,SAF_17,central Kalahari,2002,total,0
59881.081760894485,SAF_17,central Kalahari,2002,inside,0
59881.081760894485,SAF_17,central Kalahari,2002,outside,0
59881.081760894485,SAF_17,central Kalahari,2003,total,0
59881.081760894485,SAF_17,central Kalahari,2003,inside,0
59881.081760894485,SAF_17,central Kalahari,2003,outside,0
59881.081760894485,SAF_17,central Kalahari,2004,total,0
59881.081760894485,SAF_17,central Kalahari,2004,inside,0
59881.081760894485,SAF_17,central Kalahari,2004,outside,0
59881.081760894485,SAF_17,central Kalahari,2005,total,0
59881.081760894485,SAF_17,central Kalahari,2005,inside,0
59881.081760894485,SAF_17,central Kalahari,2005,outside,0
59881.081760894485,SAF_17,central Kalahari,2006,total,0
59881.081760894485,SAF_17,central Kalahari,2006,inside,0
59881.081760894485,SAF_17,central Kalahari,2006,outside,0
59881.081760894485,SAF_17,central Kalahari,2007,total,0
59881.081760894485,SAF_17,central Kalahari,2007,inside,0
59881.081760894485,SAF_17,central Kalahari,2007,outside,0
59881.081760894485,SAF_17,central Kalahari,2008,total,0
59881.081760894485,SAF_17,central Kalahari,2008,inside,0
59881.081760894485,SAF_17,central Kalahari,2008,outside,0
59881.081760894485,SAF_17,central Kalahari,2009,total,0
59881.081760894485,SAF_17,central Kalahari,2009,inside,0
59881.081760894485,SAF_17,central Kalahari,2009,outside,0
59881.081760894485,SAF_17,central Kalahari,2010,total,0
59881.081760894485,SAF_17,central Kalahari,2010,inside,0
59881.081760894485,SAF_17,central Kalahari,2010,outside,0
59881.081760894485,SAF_17,central Kalahari,2011,total,0
59881.081760894485,SAF_17,central Kalahari,2011,inside,0
59881.081760894485,SAF_17,central Kalahari,2011,outside,0
59881.081760894485,SAF_17,central Kalahari,2012,total,0
59881.081760894485,SAF_17,central Kalahari,2012,inside,0
59881.081760894485,SAF_17,central Kalahari,2012,outside,0
59881.081760894485,SAF_17,central Kalahari,2013,total,0
59881.081760894485,SAF_17,central Kalahari,2013,inside,0
59881.081760894485,SAF_17,central Kalahari,2013,outside,0
59881.081760894485,SAF_17,central Kalahari,2014,total,0
59881.081760894485,SAF_17,central Kalahari,2014,inside,0
59881.081760894485,SAF_17,central Kalahari,2014,outside,0
59881.081760894485,SAF_17,central Kalahari,2015,total,0
59881.081760894485,SAF_17,central Kalahari,2015,inside,0
59881.081760894485,SAF_17,central Kalahari,2015,outside,0
59881.081760894485,SAF_17,central Kalahari,2016,total,0
59881.081760894485,SAF_17,central Kalahari,2016,inside,0
59881.081760894485,SAF_17,central Kalahari,2016,outside,0
59881.081760894485,SAF_17,central Kalahari,2017,total,0
59881.081760894485,SAF_17,central Kalahari,2017,inside,0
59881.081760894485,SAF_17,central Kalahari,2017,outside,0
59881.081760894485,SAF_17,central Kalahari,2018,total,0
59881.081760894485,SAF_17,central Kalahari,2018,inside,0
59881.081760894485,SAF_17,central Kalahari,2018,outside,0
59881.081760894485,SAF_17,central Kalahari,2019,total,0
59881.081760894485,SAF_17,central Kalahari,2019,inside,0
59881.081760894485,SAF_17,central Kalahari,2019,outside,0
59881.081760894485,SAF_17,central Kalahari,2020,total,0
59881.081760894485,SAF_17,central Kalahari,2020,inside,0
59881.081760894485,SAF_17,central Kalahari,2020,outside,0
1265.4021606869799,WAF_21,Mount Nimba,2001,total,1.8169506877936858
1265.4021606869799,WAF_21,Mount Nimba,2001,inside,0.31897415008880037
1265.4021606869799,WAF_21,Mount Nimba,2001,outside,1.4979765377048855
1265.4021606869799,WAF_21,Mount Nimba,2002,total,12.412677976416724
1265.4021606869799,WAF_21,Mount Nimba,2002,inside,2.8858935577663036
1265.4021606869799,WAF_21,Mount Nimba,2002,outside,9.52678441865042
1265.4021606869799,WAF_21,Mount Nimba,2003,total,3.8089243395476684
1265.4021606869799,WAF_21,Mount Nimba,2003,inside,0.8024362462823599
1265.4021606869799,WAF_21,Mount Nimba,2003,outside,3.0064880932653084
1265.4021606869799,WAF_21,Mount Nimba,2004,total,0.5061799443969724
1265.4021606869799,WAF_21,Mount Nimba,2004,inside,0.10105275561523439
1265.4021606869799,WAF_21,Mount Nimba,2004,outside,0.40512718878173803
1265.4021606869799,WAF_21,Mount Nimba,2005,total,0.9429937733905869
1265.4021606869799,WAF_21,Mount Nimba,2005,inside,0.14217443728218826
1265.4021606869799,WAF_21,Mount Nimba,2005,outside,0.8008193361083986
1265.4021606869799,WAF_21,Mount Nimba,2006,total,3.5894616122900804
1265.4021606869799,WAF_21,Mount Nimba,2006,inside,0.4136397476421282
1265.4021606869799,WAF_21,Mount Nimba,2006,outside,3.1758218646479524
1265.4021606869799,WAF_21,Mount Nimba,2007,total,6.894752221912089
1265.4021606869799,WAF_21,Mount Nimba,2007,inside,0.767039548075358
1265.4021606869799,WAF_21,Mount Nimba,2007,outside,6.127712673836731
1265.4021606869799,WAF_21,Mount Nimba,2008,total,3.2614283792975964
1265.4021606869799,WAF_21,Mount Nimba,2008,inside,0.4677735656127932
1265.4021606869799,WAF_21,Mount Nimba,2008,outside,2.793654813684803
1265.4021606869799,WAF_21,Mount Nimba,2009,total,3.1623056812418615
1265.4021606869799,WAF_21,Mount Nimba,2009,inside,0.3154443065056296
1265.4021606869799,WAF_21,Mount Nimba,2009,outside,2.846861374736232
1265.4021606869799,WAF_21,Mount Nimba,2010,total,0.6523041636675666
1265.4021606869799,WAF_21,Mount Nimba,2010,inside,0.1173432769753849
1265.4021606869799,WAF_21,Mount Nimba,2010,outside,0.5349608866921817
1265.4021606869799,WAF_21,Mount Nimba,2011,total,2.9100703027997215
1265.4021606869799,WAF_21,Mount Nimba,2011,inside,0.33459251307157634
1265.4021606869799,WAF_21,Mount Nimba,2011,outside,2.5754777897281453
1265.4021606869799,WAF_21,Mount Nimba,2012,total,6.324757701249419
1265.4021606869799,WAF_21,Mount Nimba,2012,inside,1.1037216180920177
1265.4021606869799,WAF_21,Mount Nimba,2012,outside,5.221036083157402
1265.4021606869799,WAF_21,Mount Nimba,2013,total,12.832401652931594
1265.4021606869799,WAF_21,Mount Nimba,2013,inside,1.6422282651709448
1265.4021606869799,WAF_21,Mount Nimba,2013,outside,11.19017338776065
1265.4021606869799,WAF_21,Mount Nimba,2014,total,9.530594237828616
1265.4021606869799,WAF_21,Mount Nimba,2014,inside,1.1611379203644414
1265.4021606869799,WAF_21,Mount Nimba,2014,outside,8.369456317464175
1265.4021606869799,WAF_21,Mount Nimba,2015,total,21.31057175497612
1265.4021606869799,WAF_21,Mount Nimba,2015,inside,3.1894650028325104
1265.4021606869799,WAF_21,Mount Nimba,2015,outside,18.12110675214361
1265.4021606869799,WAF_21,Mount Nimba,2016,total,23.604607797669118
1265.4021606869799,WAF_21,Mount Nimba,2016,inside,3.800068660645965
1265.4021606869799,WAF_21,Mount Nimba,2016,outside,19.804539137023152
1265.4021606869799,WAF_21,Mount Nimba,2017,total,29.55785480731023
1265.4021606869799,WAF_21,Mount Nimba,2017,inside,4.580403296617692
1265.4021606869799,WAF_21,Mount Nimba,2017,outside,24.977451510692536
1265.4021606869799,WAF_21,Mount Nimba,2018,total,22.258810477703435
1265.4021606869799,WAF_21,Mount Nimba,2018,inside,3.1470327509782354
1265.4021606869799,WAF_21,Mount Nimba,2018,outside,19.1117777267252
1265.4021606869799,WAF_21,Mount Nimba,2019,total,20.332696906177652
1265.4021606869799,WAF_21,Mount Nimba,2019,inside,2.4720250917492486
1265.4021606869799,WAF_21,Mount Nimba,2019,outside,17.860671814428404
1265.4021606869799,WAF_21,Mount Nimba,2020,total,26.289077838236796
1265.4021606869799,WAF_21,Mount Nimba,2020,inside,2.999009802742276
1265.4021606869799,WAF_21,Mount Nimba,2020,outside,23.29006803549452
12439.444604705564,EAF_14,Imatonga-Kidepo,2001,total,0.5984282764892579
12439.444604705564,EAF_14,Imatonga-Kidepo,2001,inside,0.2837794514382755
12439.444604705564,EAF_14,Imatonga-Kidepo,2001,outside,0.3146488250509824
12439.444604705564,EAF_14,Imatonga-Kidepo,2002,total,1.9569529339592424
12439.444604705564,EAF_14,Imatonga-Kidepo,2002,inside,1.4156438049151248
