EAF_15|CD|COD|Congo (Democratic Republic of the)|31952.1321244442|1.354954430088|46.3592238995929
EAF_15|TZ|TZA|Tanzania, United Republic of|24424.3991201485|2.05283418366457|35.4372654386261
EAF_15|ZM|ZMB|Zambia|8696.05435108058|1.15079550796599|12.6170713470592
EAF_15|BI|BDI|Burundi|4303.07276818275|15.9155316731529|6.24331149919765
EAF_16|MW|MWI|Malawi|31331.5383105993|26.2342823150518|71.5310431399152
EAF_16|MZ|MOZ|Mozambique|9380.99288608708|0.690042682957904|21.4171484393068
EAF_16|TZ|TZA|Tanzania, United Republic of|3358.08816182379|0.282242283072767|7.6666375838238
SAF_01|BW|BWA|Botswana|154530.215801262|26.5819110742353|29.9242610247882
SAF_01|ZM|ZMB|Zambia|132890.44070093|17.586104690255|25.7337907322153
SAF_01|AO|AGO|Angola|88136.151523913|5.02701204465127|17.0672718616647
SAF_01|ZW|ZWE|Zimbabwe|71856.3420854618|18.2970569159314|13.9147410472604
SAF_01|NA|NAM|Namibia|71812.9050378685|5.15679571201701|13.9063296078303
SAF_02|MZ|MOZ|Mozambique|45693.3881719029|3.36109285556963|54.7526046056419
SAF_02|ZA|ZAF|South Africa|21699.9909192908|0.78206910531356|26.0022526296384
SAF_02|ZW|ZWE|Zimbabwe|16454.1976582219|4.18979567176415|19.7164231965988
SAF_03|BW|BWA|Botswana|26059.6809482429|4.48272279953342|73.3857850373225
SAF_03|ZA|ZAF|South Africa|9591.79373845974|0.345688879561732|27.0111255318497
SAF_03|NA|NAM|Namibia|10.4835277114883|0.000752809132577307|0.0295223073757534
SAF_04|ZW|ZWE|Zimbabwe|9771.94847800482|2.48826884715273|54.9311193326778
SAF_04|ZM|ZMB|Zambia|8119.40236852014|1.07448405861221|45.6416508354606
SAF_05|ZA|ZAF|South Africa|8790.51779752218|0.316810841751992|59.6181285888105
SAF_05|LS|LSO|Lesotho|6005.77737797436|19.653224415365|40.7317539470508
SAF_06|NA|NAM|Namibia|4325.21462144103|0.31058830166582|73.0457528787854
SAF_06|ZA|ZAF|South Africa|1618.44225248535|0.0583287656253197|27.3328246505008
SAF_07|ZA|ZAF|South Africa|5335.14997738682|0.192279157399064|50.5443212635088
SAF_07|MZ|MOZ|Mozambique|3704.94070209234|0.272526293678719|35.0999904224862
SAF_07|SZ|SWZ|Eswatini|1557.18480972999|8.97023540096443|14.7525092309025
SAF_08|MZ|MOZ|Mozambique|2424.7662046244|0.178359817313813|80.2538413099014
SAF_08|ZW|ZWE|Zimbabwe|612.325639721566|0.155918834105757|20.266483682624
SAF_09_10_14_15|ZM|ZMB|Zambia|56263.4609959637|7.44564552643684|90.0458137238642
SAF_09_10_14_15|MW|MWI|Malawi|6622.81336728402|5.54536307393663|10.5993589488062
SAF_12|NA|NAM|Namibia|45796.8112441832|3.28861225880671|67.374611266644
SAF_12|AO|AGO|Angola|22541.0477816648|1.28567127947201|33.1615737116502
SAF_13|NA|NAM|Namibia|31966.6393098637|2.29548475213157|100.530562146819
SAF_17|BW|BWA|Botswana|60167.5980646227|10.3498835681499|100.478475497274
SAF_18|ZA|ZAF|South Africa|7039.29579419308|0.253696685140457|100.293572224894
SAF_19|AO|AGO|Angola|26832.1713732351|1.53042362691322|100.626077674042
SAF_20|ZA|ZAF|South Africa|89294.2220993377|3.21816965945447|100.258829040744
SAF_21|MG|MDG|Madagascar|124674.252735223|6.9431756326853|100.530999131331
WAF_01|NE|NER|Niger|700191.061399515|58.8852891264183|45.3962491327793
WAF_01|DZ|DZA|Algeria|572558.841395275|23.3813963531562|37.1213305054245
WAF_01|TD|TCD|Chad|251073.70093976|19.7314926986182|16.2781345076996
WAF_01|LY|LBY|Libya|26427.5546591393|1.32760841117882|1.71340641349876
WAF_02|SN|SEN|Senegal|9228.90375912853|2.86667923487095|75.6473464225947
WAF_02|MR|MRT|Mauritania|3040.58970642037|0.249571864803205|24.9230622459408
WAF_03|EH|ESH|Western Sahara|57085.0228957756|21.158328079765|46.6205292408808
WAF_03|MR|MRT|Mauritania|46370.4142340797|3.80608759138395|37.8700601847643
WAF_03|EH\|MA|ESH\|MAR|Western Sahara\|Morocco|19591.5031782872|6.86444657651906|16.0001030123742
WAF_04|BJ|BEN|Benin|26558.8497568573|17.502290159697|45.9680295079882
WAF_04|BF|BFA|Burkina Faso|18532.6804704445|6.74026940309637|32.0763440633401
WAF_04|NE|NER|Niger|6279.43273221372|0.528093305343295|10.8684356352179
WAF_04|TG|TGO|Togo|6078.03357295003|8.36319680571817|10.5198541800468
WAF_04|GH|GHA|Ghana|532.701477822899|0.113644402740433|0.921999163205082
WAF_04|NG|NGA|Nigeria|153.645757780541|0.0140495007426067|0.265929917601554
WAF_05|CI|CIV|Côte d'Ivoire|25359.5952468813|5.1122281015894|62.3902589632853
WAF_05|GH|GHA|Ghana|15175.7295021121|3.23752943668624|37.3356784434475
WAF_05|BF|BFA|Burkina Faso|370.969457354984|0.134920260826851|0.912667583473879
WAF_06|ML|MLI|Mali|64283.6391668933|5.10870531365486|48.9469684761711
WAF_06|GN|GIN|Guinea|38728.5219968568|11.1058065153726|29.488743479307
WAF_06|SN|SEN|Senegal|28433.7391636129|8.83207927587737|21.6500707262042
WAF_06|GW|GNB|Guinea-Bissau|647.536257661201|0.579110959139636|0.493048265494648
WAF_06|GM|GMB|Gambia|39.0754262447825|0.116018144435438|0.0297528839590236
WAF_07|ML|MLI|Mali|101239.343493959|8.04562371952462|78.0912963957175
WAF_07|BF|BFA|Burkina Faso|26020.3636091262|9.46351289937437|20.0708919753699
WAF_07|NE|NER|Niger|3134.24580266978|0.263586584373956|2.41761067887529
WAF_08|NG|NGA|Nigeria|11702.6654491875|1.07010183225287|99.9545047393828
WAF_08|BJ|BEN|Benin|79.4942536269068|0.0523867375938388|0.678974271750716
WAF_09|GH|GHA|Ghana|12699.6355409424|2.70928945414227|48.1007077611563
WAF_09|BF|BFA|Burkina Faso|10795.7730415834|3.92638392654549|40.889702893823
WAF_09|TG|TGO|Togo|3009.25927093622|4.14065292996671|11.3977680935961
WAF_09|BJ|BEN|Benin|62.6368111575521|0.0412776778209144|0.237241056159991
WAF_10|LR|LBR|Liberia|24662.1358871198|7.04624989650437|61.3194558065017
WAF_10|CI|CIV|Côte d'Ivoire|15822.4494222848|3.18963965257012|39.3406310200049
WAF_11|LR|LBR|Liberia|10309.0235961594|2.94540411179215|67.1530626474215
WAF_11|SL|SLE|Sierra Leone|2749.57628993112|1.17334295016154|17.9107620745379
WAF_11|GN|GIN|Guinea|2392.50193319432|0.686074814832012|15.5847768418853
WAF_12|SL|SLE|Sierra Leone|4281.01076015361|1.82686103796661|55.3124752417156
WAF_12|GN|GIN|Guinea|3507.79035907731|1.00589537157044|45.3221396207448
WAF_13|GH|GHA|Ghana|1389.81860115112|0.296498341793364|100.635630843337
WAF_13|CI|CIV|Côte d'Ivoire|0.350033553477286|7.05630886914823e-05|0.0253456439864495
WAF_14|GW|GNB|Guinea-Bissau|31185.8271026507|27.8904139054838|96.3093636457711
WAF_14|GN|GIN|Guinea|1338.27245542028|0.38376354656541|4.13290845684306
WAF_14|SN|SEN|Senegal|57.3932696425654|0.0178274796877097|0.177244273773191
WAF_15|SN|SEN|Senegal|5408.3213348007|1.67993110239636|93.1174955188197
WAF_15|GM|GMB|Gambia|433.846900454896|1.28812701989563|7.46973678302185
WAF_16|SN|SEN|Senegal|3326.21852854716|1.03318897187519|98.6209327371711
WAF_16|GW|GNB|Guinea-Bissau|67.0654926671743|0.0599786673319847|1.98846268955262
WAF_17|GH|GHA|Ghana|2244.98473000326|0.478936063487764|100.659756231352
WAF_18|TD|TCD|Chad|23599.6007038821|1.85465601230246|55.1458756907076
WAF_18|NG|NGA|Nigeria|9967.30999212773|0.911419431027892|23.2909041425521
WAF_18|NE|NER|Niger|6207.3921771199|0.522034774822999|14.5049944555466
WAF_18|CM|CMR|Cameroon|3277.74557570334|0.678055973612742|7.6592037438061
WAF_19|NG|NGA|Nigeria|8055.21861552178|0.7365761447334|100.61032424666
WAF_20|SL|SLE|Sierra Leone|1065.05925287096|0.454499033337158|100.650615184992
WAF_21|LR|LBR|Liberia|646.105595099139|0.184599643089951|51.0593086666117
WAF_21|GN|GIN|Guinea|515.462932770852|0.147814357533815|40.7351076823679
WAF_21|CI|CIV|Côte d'Ivoire|112.065985952874|0.0225913259672811|8.85615572934019
